species_id,has_phytase,has_siderophore,has_both,family,genus,phylum
s__SLMS01_sp007132505--GB_GCA_007132505.1,0,0,0,f__SLMS01,g__SLMS01,p__Sumerlaeota
s__JAJYYI01_sp021831785--GB_GCA_021831785.1,1,0,0,f__Binataceae,g__JAJYYI01,p__Desulfobacterota_B
s__PIYN01_sp003601775--GB_GCA_003601775.1,0,0,0,f__PIYN01,g__PIYN01,p__Thermoproteota
s__Clostridium_E_sp002397665--GB_GCA_902810075.1,0,0,0,f__Acutalibacteraceae,g__Clostridium_E,p__Bacillota_A
s__ISDg_sp002311665--GB_GCA_002311665.1,0,0,0,f__Lachnospiraceae,g__ISDg,p__Bacillota_A
s__JAGTQU01_sp018396695--GB_GCA_018396695.1,0,0,0,f__TCS64,g__JAGTQU01,p__Thermoproteota
s__Pseudacidovorax_sp900156165--RS_GCF_900156165.1,0,0,0,f__Burkholderiaceae_B,g__Pseudacidovorax,p__Pseudomonadota
s__Kitasatospora_setae--RS_GCF_000269985.1,0,1,0,f__Streptomycetaceae,g__Kitasatospora,p__Actinomycetota
s__Modestobacter_caceresii--RS_GCF_000761485.1,0,0,0,f__Geodermatophilaceae,g__Modestobacter,p__Actinomycetota
s__Psychroflexus_halotolerans--RS_GCF_006120725.1,0,0,0,f__Flavobacteriaceae,g__Psychroflexus,p__Bacteroidota
s__BM004_sp012974315--GB_GCA_012974315.1,0,0,0,f__BM004,g__BM004,p__Desulfobacterota
s__EX4484-218_sp002254975--GB_GCA_002254975.1,0,0,0,f__B25,g__EX4484-218,p__Thermoproteota
s__SLBA01_sp007126575--GB_GCA_007126575.1,0,0,0,f__UBA6960,g__SLBA01,p__Gemmatimonadota
s__Halomonas_kenyensis--RS_GCF_013697085.1,0,0,0,f__Halomonadaceae,g__Halomonas,p__Pseudomonadota
s__Streptomyces_monomycini--RS_GCF_022271435.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Contubernalis_sp007120745--GB_GCA_007120745.1,0,0,0,f__SKNC01,g__Contubernalis,p__Bacillota_D
s__Planifilum_fulgidum--RS_GCF_900113175.1,0,0,0,f__DSM-44946,g__Planifilum,p__Bacillota
s__Bog-209_sp003131315--GB_GCA_003131315.1,0,0,0,f__SbA1,g__Bog-209,p__Acidobacteriota
s__Aequorivita_iocasae--RS_GCF_016757735.1,0,0,0,f__Flavobacteriaceae,g__Aequorivita,p__Bacteroidota
s__Deinococcus_actinosclerus--RS_GCF_001507665.1,1,0,0,f__Deinococcaceae,g__Deinococcus,p__Deinococcota
s__Frigoribacterium_sp001423905--RS_GCF_001423905.1,0,0,0,f__Microbacteriaceae,g__Frigoribacterium,p__Actinomycetota
s__Comamonas_sp002472915--RS_GCF_022387135.1,0,0,0,f__Burkholderiaceae_B,g__Comamonas,p__Pseudomonadota
s__Exiguobacterium_aurantiacum_A--RS_GCF_001766415.1,0,0,0,f__Exiguobacteraceae,g__Exiguobacterium,p__Bacillota
s__Brevibacillus_brevis--RS_GCF_900637055.1,0,1,0,f__Brevibacillaceae,g__Brevibacillus,p__Bacillota
s__4484-49_sp002085265--GB_GCA_002085265.1,0,0,0,f__4484-49,g__4484-49,p__Omnitrophota
s__UBA12044_sp000989675--GB_GCA_000989675.1,0,0,0,f__SC72,g__UBA12044,p__Patescibacteria
s__PNKL01_sp021813725--GB_GCA_021813725.1,0,0,0,f__Gemmatimonadaceae,g__PNKL01,p__Gemmatimonadota
s__Sphingomicrobium_aestuariivivum--GB_GCA_024721585.1,0,0,0,f__Sphingomonadaceae,g__Sphingomicrobium,p__Pseudomonadota
s__B1SED10-225_sp007135105--GB_GCA_007135105.1,0,0,0,f__Izemoplasmataceae,g__B1SED10-225,p__Bacillota
s__Siminovitchia_acidinfaciens--RS_GCF_003605385.1,0,0,0,f__Bacillaceae_C,g__Siminovitchia,p__Bacillota
s__JADFNO01_sp022563315--GB_GCA_022563315.1,0,0,0,f__SM1A02,g__JADFNO01,p__Planctomycetota
s__UBA2487_sp021790625--GB_GCA_021790625.1,0,0,0,f__Sulfuriferulaceae,g__UBA2487,p__Pseudomonadota
s__Streptomyces_aureocirculatus--RS_GCF_000720475.1,1,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Aquella_sp020697025--GB_GCA_020697025.1,0,0,0,f__UBA11063,g__Aquella,p__Pseudomonadota
s__Sphingomonas_sp001556185--RS_GCF_001556185.1,1,0,0,f__Sphingomonadaceae,g__Sphingomonas,p__Pseudomonadota
s__WAQW01_sp023379435--GB_GCA_023379435.1,0,0,0,f__Thermoplasmataceae,g__WAQW01,p__Thermoplasmatota
s__Acidulodesulfobacterium_ferriphilum--GB_GCA_004195035.1,0,0,0,f__Acidulodesulfobacteraceae,g__Acidulodesulfobacterium,p__SZUA-79
s__Bradyrhizobium_sp015291665--RS_GCF_015291665.1,0,1,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__Clostridium_I_pasteurianum--RS_GCF_000807255.1,0,0,0,f__Clostridiaceae,g__Clostridium_I,p__Bacillota_A
s__Bacillus_A_sp008923725--RS_GCF_008923725.1,0,1,0,f__Bacillaceae_G,g__Bacillus_A,p__Bacillota
s__Terracidiphilus_sp003138515--GB_GCA_003138515.1,1,0,0,f__Acidobacteriaceae,g__Terracidiphilus,p__Acidobacteriota
s__Methylocystis_sp011058845--RS_GCF_011058845.1,0,0,0,f__Beijerinckiaceae,g__Methylocystis,p__Pseudomonadota
s__Nitrogeniibacter_sp024235675--GB_GCA_024235675.1,0,0,0,f__Rhodocyclaceae,g__Nitrogeniibacter,p__Pseudomonadota
s__Pseudomonas_E_farsensis--RS_GCF_014268805.2,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__JACZWU01_sp022571845--GB_GCA_022571845.1,1,0,0,f__FEB-12,g__JACZWU01,p__Zixibacteria
s__Sphingobium_sp006226685--GB_GCA_006226685.1,0,0,0,f__Sphingomonadaceae,g__Sphingobium,p__Pseudomonadota
s__SKON01_sp007120035--GB_GCA_007120035.1,1,0,0,f__Bradymonadaceae,g__SKON01,p__Myxococcota
s__SKTA01_sp007132825--GB_GCA_007132825.1,0,0,0,f__UBA7960,g__SKTA01,p__Bacteroidota
s__Isoptericola_halotolerans_A--RS_GCF_003003075.1,0,0,0,f__Cellulomonadaceae,g__Isoptericola,p__Actinomycetota
s__Maribacter_flavus--RS_GCF_008386635.1,0,0,0,f__Flavobacteriaceae,g__Maribacter,p__Bacteroidota
s__T78_sp002411175--GB_GCA_002411175.1,0,0,0,f__Anaerolineaceae,g__T78,p__Chloroflexota
s__Saccharopolyspora_D_erythraea--RS_GCF_000062885.1,0,1,0,f__Pseudonocardiaceae,g__Saccharopolyspora_D,p__Actinomycetota
s__Terrabacter_sp013361975--GB_GCA_013361975.1,0,0,0,f__Dermatophilaceae,g__Terrabacter,p__Actinomycetota
s__VAZQ01_sp005883115--GB_GCA_005883115.1,1,0,0,f__Xanthobacteraceae,g__VAZQ01,p__Pseudomonadota
s__UBA9934_sp003453595--GB_GCA_003453595.1,0,0,0,f__UBA9934,g__UBA9934,p__Patescibacteria
s__JACZXR01_sp022571535--GB_GCA_022571535.1,1,0,0,f__UBA9968,g__JACZXR01,p__Desulfobacterota_B
s__Caproicibacterium_sp002399445--GB_GCA_002399445.1,0,0,0,f__Acutalibacteraceae,g__Caproicibacterium,p__Bacillota_A
s__Agromyces_aureus--RS_GCF_001660485.1,0,1,0,f__Microbacteriaceae,g__Agromyces,p__Actinomycetota
s__DTU008_sp002504525--GB_GCA_002504525.1,0,0,0,f__Methanomassiliicoccaceae,g__DTU008,p__Thermoplasmatota
s__GWC2-37-13_sp002050095--GB_GCA_002050095.1,0,0,0,f__GWC2-37-13,g__GWC2-37-13,p__Patescibacteria
s__JABDCX01_sp013287915--GB_GCA_013287915.1,1,0,0,f__Parachlamydiaceae,g__JABDCX01,p__Chlamydiota
s__Amycolatopsis_echigonensis--RS_GCF_014174495.1,1,0,0,f__Pseudonocardiaceae,g__Amycolatopsis,p__Actinomycetota
s__Chryseobacterium_sp006829085--RS_GCF_006829085.1,1,1,1,f__Weeksellaceae,g__Chryseobacterium,p__Bacteroidota
s__Nocardia_jiangxiensis--RS_GCF_000308615.1,0,0,0,f__Mycobacteriaceae,g__Nocardia,p__Actinomycetota
s__Pseudomonas_E_sp002803095--RS_GCF_002803095.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__40CM-4-69-5_sp001917535--GB_GCA_001917535.1,0,0,0,f__CSP1-6,g__40CM-4-69-5,p__Methylomirabilota
s__Spiribacter_vilamensis--RS_GCF_004217415.1,0,0,0,f__Nitrococcaceae,g__Spiribacter,p__Pseudomonadota
s__Streptomyces_virginiae--RS_GCF_000720455.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Arthrobacter_sp003097355--RS_GCF_003097355.1,1,0,0,f__Micrococcaceae,g__Arthrobacter,p__Actinomycetota
s__Acididesulfobacter_diazotrophicus--GB_GCA_004195025.1,0,0,0,f__Acidulodesulfobacteraceae,g__Acididesulfobacter,p__SZUA-79
s__SLMJ01_sp007133615--GB_GCA_007133615.1,0,0,0,f__Thermomicrobiaceae,g__SLMJ01,p__Chloroflexota
s__UMGS2016_sp944332375--GB_GCA_944332375.1,0,0,0,f__UBA660,g__UMGS2016,p__Bacillota
s__Halobacillus_litoralis--RS_GCF_009856445.1,0,0,0,f__Halobacillaceae,g__Halobacillus,p__Bacillota
s__JACJYM01_sp020636155--GB_GCA_020636155.1,0,0,0,f__Saprospiraceae,g__JACJYM01,p__Bacteroidota
s__SKMY01_sp003556225--GB_GCA_003556225.1,0,0,0,f__UBA8154,g__SKMY01,p__Bacillota_D
s__Thermomonas_sp024711415--GB_GCA_024711415.1,0,0,0,f__Xanthomonadaceae,g__Thermomonas,p__Pseudomonadota
s__Mycobacterium_sp009729205--RS_GCF_009729205.1,0,1,0,f__Mycobacteriaceae,g__Mycobacterium,p__Actinomycetota
s__Bacillus_gobiensis--RS_GCF_001278705.1,1,0,0,f__Bacillaceae,g__Bacillus,p__Bacillota
s__Pseudomonas_E_sp002303925--RS_GCF_002303925.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Geomonas_diazotrophica--RS_GCF_018919385.1,0,0,0,f__Geobacteraceae,g__Geomonas,p__Desulfobacterota_F
s__Listeria_grayi--RS_GCF_000148995.1,1,0,0,f__Listeriaceae,g__Listeria,p__Bacillota
s__Anaeromyxobacter_sp022808855--RS_GCF_022808855.1,1,0,0,f__Anaeromyxobacteraceae,g__Anaeromyxobacter,p__Myxococcota
s__UBA4572_sp021828525--GB_GCA_021828525.1,0,0,0,f__Leptospirillaceae,g__UBA4572,p__Nitrospirota_A
s__Taishania_pollutisoli--RS_GCF_014518315.1,0,0,0,f__Crocinitomicaceae,g__Taishania,p__Bacteroidota
s__Pseudomonas_E_reinekei--RS_GCF_001945365.1,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__JAJDZL01_sp022823625--GB_GCA_022823625.1,0,0,0,f__JAJDZL01,g__JAJDZL01,p__Pseudomonadota
s__Phycicoccus_jejuensis--RS_GCF_000720925.1,0,0,0,f__Dermatophilaceae,g__Phycicoccus,p__Actinomycetota
s__Ideonella_dechloratans--RS_GCF_021049305.1,0,0,0,f__Burkholderiaceae_B,g__Ideonella,p__Pseudomonadota
s__JABEUX01_sp021794175--GB_GCA_021794175.1,0,0,0,f__Baltobacteraceae,g__JABEUX01,p__Eremiobacterota
s__Microbacterium_sp001424225--RS_GCF_001424225.1,0,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__Allorhizobium_sp017599385--RS_GCF_017599385.1,0,0,0,f__Rhizobiaceae,g__Allorhizobium,p__Pseudomonadota
s__Streptomyces_mutomycini--RS_GCF_001700505.1,0,1,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Streptomyces_sp003403055--RS_GCF_020616555.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Fen-455_sp003166375--GB_GCA_003166375.1,0,0,0,f__Bog-793,g__Fen-455,p__Actinomycetota
s__Wolframiiraptor_sinensis--GB_GCA_023268255.1,0,0,0,f__Wolframiiraptoraceae,g__Wolframiiraptor,p__Thermoproteota
s__UBA9642_sp021813435--GB_GCA_021813435.1,0,0,0,f__UBA9642,g__UBA9642,p__Nanoarchaeota
s__Sphingomonas_desiccabilis--RS_GCF_004135605.1,1,0,0,f__Sphingomonadaceae,g__Sphingomonas,p__Pseudomonadota
s__Cryptobacteroides_sp945868745--GB_GCA_945868745.1,0,0,0,f__UBA932,g__Cryptobacteroides,p__Bacteroidota
s__Sphaerobacter_thermophilus--RS_GCF_000024985.1,1,0,0,f__Thermomicrobiaceae,g__Sphaerobacter,p__Chloroflexota
s__Streptomyces_wedmorensis--RS_GCF_000716445.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__SLLF01_sp003562335--GB_GCA_003562335.1,0,0,0,f__SLAD01,g__SLLF01,p__Verrucomicrobiota
s__UBA9647_sp003170475--GB_GCA_003170475.1,1,0,0,f__UBA10030,g__UBA9647,p__Bacteroidota
s__Fructilactobacillus_sp024029355--RS_GCF_024029355.1,0,0,0,f__Lactobacillaceae,g__Fructilactobacillus,p__Bacillota
s__Marinilabilia_salmonicolor--RS_GCF_000259075.1,0,0,0,f__Marinilabiliaceae,g__Marinilabilia,p__Bacteroidota
s__Oharaeibacter_diazotrophicus--RS_GCF_004362745.1,0,0,0,f__Pleomorphomonadaceae,g__Oharaeibacter,p__Pseudomonadota
s__Draconibacterium_sediminis--RS_GCF_000949475.1,0,0,0,f__Prolixibacteraceae,g__Draconibacterium,p__Bacteroidota
s__Arthrobacter_F_sulfonylureivorans--GB_GCA_004000035.1,0,0,0,f__Micrococcaceae,g__Arthrobacter_F,p__Actinomycetota
s__UBA4851_sp002408445--GB_GCA_002408445.1,0,0,0,f__Syntrophomonadaceae,g__UBA4851,p__Bacillota_B
s__Proteiniphilum_sp002408485--GB_GCA_002408485.1,0,0,0,f__Dysgonomonadaceae,g__Proteiniphilum,p__Bacteroidota
s__Pseudomonas_E_peradeniyensis--RS_GCF_014268935.2,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__SKNW01_sp007120305--GB_GCA_007120305.1,0,0,0,f__UBA6960,g__SKNW01,p__Gemmatimonadota
s__Bacillus_H_miscanthi--RS_GCF_007725405.1,0,0,0,f__Bacillaceae_D,g__Bacillus_H,p__Bacillota
s__Streptomyces_sp000158895--RS_GCF_003950035.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Vibrio_sp002342735--RS_GCF_015594925.2,0,0,0,f__Vibrionaceae,g__Vibrio,p__Pseudomonadota
s__UBA5206_sp016931855--GB_GCA_016931855.1,0,0,0,f__Tenuifilaceae,g__UBA5206,p__Bacteroidota
s__Siphonobacter_sp002872335--RS_GCF_002872335.1,0,0,0,f__Spirosomaceae,g__Siphonobacter,p__Bacteroidota
s__Methanococcoides_methylutens--RS_GCF_000765475.1,1,0,0,f__Methanosarcinaceae,g__Methanococcoides,p__Halobacteriota
s__Variovorax_sp003952185--RS_GCF_003952185.1,0,0,0,f__Burkholderiaceae_B,g__Variovorax,p__Pseudomonadota
s__JAMDCW01_sp023489405--GB_GCA_023489405.1,0,0,0,f__UBA4733,g__JAMDCW01,p__Chloroflexota
s__Pseudomonas_E_moorei--RS_GCF_008801475.1,1,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__Calescibacterium_nevadense--GB_GCA_000494225.1,0,0,0,f__Calescibacteriaceae,g__Calescibacterium,p__Calescibacterota
s__B17-G16_sp003646975--GB_GCA_019307945.1,0,0,0,f__Desulfatiglandaceae,g__B17-G16,p__Desulfobacterota
s__Pseudoxanthomonas_A_spadix--RS_GCF_003703395.1,0,0,0,f__Xanthomonadaceae,g__Pseudoxanthomonas_A,p__Pseudomonadota
s__Allorhizobium_sp900466005--GB_GCA_900466005.1,0,1,0,f__Rhizobiaceae,g__Allorhizobium,p__Pseudomonadota
s__Zobellella_denitrificans--RS_GCF_002237365.1,0,1,0,f__Aeromonadaceae,g__Zobellella,p__Pseudomonadota
s__Hyphomicrobium_B_sp002928515--GB_GCA_002928515.1,0,0,0,f__Hyphomicrobiaceae,g__Hyphomicrobium_B,p__Pseudomonadota
s__Rhizobacter_sp001425825--RS_GCF_001425825.1,0,0,0,f__Burkholderiaceae_B,g__Rhizobacter,p__Pseudomonadota
s__Amycolatopsis_bartoniae--RS_GCF_014191255.1,0,1,0,f__Pseudonocardiaceae,g__Amycolatopsis,p__Actinomycetota
s__UBA460_sp023705945--GB_GCA_023705945.1,0,0,0,f__UBA460,g__UBA460,p__Asgardarchaeota
s__Variovorax_sp002754375--RS_GCF_002754375.1,1,0,0,f__Burkholderiaceae_B,g__Variovorax,p__Pseudomonadota
s__40CM-4-68-19_sp005879535--GB_GCA_005879535.1,0,0,0,f__40CM-4-68-19,g__40CM-4-68-19,p__Myxococcota
s__Pararhodobacter_sp020637515--GB_GCA_020637515.1,0,0,0,f__Rhodobacteraceae,g__Pararhodobacter,p__Pseudomonadota
s__JAMWDI01_sp023819545--GB_GCA_023819545.1,0,0,0,f__JAFGKM01,g__JAMWDI01,p__Ratteibacteria
s__Proteiniphilum_sp002398565--GB_GCA_002398565.1,0,0,0,f__Dysgonomonadaceae,g__Proteiniphilum,p__Bacteroidota
s__Pseudoxanthomonas_A_beigongshangi--RS_GCF_016820515.1,0,0,0,f__Xanthomonadaceae,g__Pseudoxanthomonas_A,p__Pseudomonadota
s__Halalkalibacter_krulwichiae--RS_GCF_002109385.1,0,0,0,f__Bacillaceae_D,g__Halalkalibacter,p__Bacillota
s__Ga0077548_sp001464215--GB_GCA_001464215.1,0,0,0,f__Xanthobacteraceae,g__Ga0077548,p__Pseudomonadota
s__JACKCB01_sp020634235--GB_GCA_020634235.1,1,0,0,f__Promineofilaceae,g__JACKCB01,p__Chloroflexota
s__Bacillus_A_mycoides--RS_GCF_000832605.1,1,1,1,f__Bacillaceae_G,g__Bacillus_A,p__Bacillota
s__Glutamicibacter_mishrai--RS_GCF_012221945.1,0,0,0,f__Micrococcaceae,g__Glutamicibacter,p__Actinomycetota
s__RAAP-2_sp021838005--GB_GCA_021838005.1,0,0,0,f__RAAP-2,g__RAAP-2,p__Actinomycetota
s__Legionella_waltersii--RS_GCF_001468085.1,0,0,0,f__Legionellaceae,g__Legionella,p__Pseudomonadota
s__ELB16-189_sp013285945--GB_GCA_013285945.1,1,0,0,f__Cyclobacteriaceae,g__ELB16-189,p__Bacteroidota
s__Algoriphagus_aquaeductus--RS_GCF_003253485.1,1,0,0,f__Cyclobacteriaceae,g__Algoriphagus,p__Bacteroidota
s__CAIVDV01_sp021804965--GB_GCA_021804965.1,0,0,0,f__Acidobacteriaceae,g__CAIVDV01,p__Acidobacteriota
s__Methanodesulfokores_washburnensis--RS_GCF_003947435.1,0,0,0,f__Korarchaeaceae,g__Methanodesulfokores,p__Thermoproteota
s__Novosphingobium_sp024236175--GB_GCA_024236175.1,0,0,0,f__Sphingomonadaceae,g__Novosphingobium,p__Pseudomonadota
s__HyVt-337_sp011050235--GB_GCA_011050235.1,0,0,0,f__SM23-33,g__HyVt-337,p__Planctomycetota
s__Bradyrhizobium_cajani--RS_GCF_009759665.1,0,0,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__SKVR01_sp007135645--GB_GCA_007135645.1,0,0,0,f__UBA7960,g__SKVR01,p__Bacteroidota
s__JAJZXF01_sp021802485--GB_GCA_021802485.1,0,0,0,f__JAJZXF01,g__JAJZXF01,p__Actinomycetota
s__UBA6145_sp023898805--GB_GCA_023898805.1,0,0,0,f__Micavibrionaceae,g__UBA6145,p__Pseudomonadota
s__GCA-2753255_sp002753255--GB_GCA_015231885.1,1,0,0,f__GCA-2753255,g__GCA-2753255,p__SAR324
s__DUBZ01_sp022563535--GB_GCA_022563535.1,1,0,0,f__UBA4427,g__DUBZ01,p__Myxococcota_A
s__Acidipila_rosea--RS_GCF_004339725.1,0,0,0,f__Acidobacteriaceae,g__Acidipila,p__Acidobacteriota
s__Pararhizobium_sp001424065--RS_GCF_001424065.1,0,0,0,f__Rhizobiaceae,g__Pararhizobium,p__Pseudomonadota
s__Roseinatronobacter_sp007118445--GB_GCA_007118445.1,1,0,0,f__Rhodobacteraceae,g__Roseinatronobacter,p__Pseudomonadota
s__Thermodesulfobacterium_sp017656385--GB_GCA_017656385.1,0,0,0,f__Thermodesulfobacteriaceae,g__Thermodesulfobacterium,p__Desulfobacterota
s__Microbacterium_aerolatum--RS_GCF_007988825.1,0,0,0,f__Microbacteriaceae,g__Microbacterium,p__Actinomycetota
s__JAJYNJ01_sp021785175--GB_GCA_021785175.1,0,0,0,f__CSP1-4,g__JAJYNJ01,p__Chloroflexota
s__Cupriavidus_basilensis_B--RS_GCF_000876015.1,0,0,0,f__Burkholderiaceae,g__Cupriavidus,p__Pseudomonadota
s__PALSA-1081_sp003963305--GB_GCA_003963305.1,0,0,0,f__Obscuribacteraceae,g__PALSA-1081,p__Cyanobacteriota
s__Bacillus_A_thuringiensis_K--RS_GCF_001595725.1,0,1,0,f__Bacillaceae_G,g__Bacillus_A,p__Bacillota
s__WRAY01_sp009787685--GB_GCA_009787685.1,0,0,0,f__Pumilibacteraceae,g__WRAY01,p__Bacillota_A
s__Clostridium_AM_magnum--RS_GCF_001623875.1,1,0,0,f__Clostridiaceae,g__Clostridium_AM,p__Bacillota_A
s__Desulfofervidus_auxilii--RS_GCF_001577525.1,0,0,0,f__Desulfofervidaceae,g__Desulfofervidus,p__Desulfobacterota
s__Roseicitreum_antarcticum--RS_GCF_014681765.1,0,1,0,f__Rhodobacteraceae,g__Roseicitreum,p__Pseudomonadota
s__Paraburkholderia_oxyphila--RS_GCF_000685075.1,0,0,0,f__Burkholderiaceae,g__Paraburkholderia,p__Pseudomonadota
s__JACQDE01_sp023481105--GB_GCA_023481105.1,0,0,0,f__UBA7541,g__JACQDE01,p__Acidobacteriota
s__Lysobacter_antibioticus--RS_GCF_001442535.1,0,0,0,f__Xanthomonadaceae,g__Lysobacter,p__Pseudomonadota
s__Microbulbifer_sp009903625--RS_GCF_009903625.1,0,0,0,f__Cellvibrionaceae,g__Microbulbifer,p__Pseudomonadota
s__Hymenobacter_mucosus--RS_GCF_900188255.1,1,0,0,f__Hymenobacteraceae,g__Hymenobacter,p__Bacteroidota
s__Terraquivivens_tengchongensis--GB_GCA_023268355.1,0,0,0,f__Wolframiiraptoraceae,g__Terraquivivens,p__Thermoproteota
s__Flavobacterium_sp001429295--RS_GCF_001429295.1,1,0,0,f__Flavobacteriaceae,g__Flavobacterium,p__Bacteroidota
s__Chthonomonas_calidirosea--RS_GCF_000427095.1,0,0,0,f__Chthonomonadaceae,g__Chthonomonas,p__Armatimonadota
s__UBA12042_sp001002325--GB_GCA_001002325.1,0,0,0,f__Amesbacteraceae,g__UBA12042,p__Patescibacteria
s__JAKALF01_sp021813265--GB_GCA_021813265.1,0,0,0,f__GWB1-50-10,g__JAKALF01,p__Patescibacteria
s__Sorangium_cellulosum_D--RS_GCF_000418325.1,1,0,0,f__Polyangiaceae,g__Sorangium,p__Myxococcota
s__JAFGXQ01_sp016936575--GB_GCA_016936575.1,0,0,0,f__JAAYKL01,g__JAFGXQ01,p__Myxococcota
s__Thiorhodovibrio_B_sp007128075--GB_GCA_007128075.1,0,0,0,f__Chromatiaceae,g__Thiorhodovibrio_B,p__Pseudomonadota
s__Saliphagus_infecundisoli--RS_GCF_020177375.1,0,0,0,f__Natrialbaceae,g__Saliphagus,p__Halobacteriota
s__Streptomyces_bacillaris--GB_GCA_003268675.1,0,1,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__Rhodobaculum_sp007131685--GB_GCA_007131685.1,1,0,0,f__Rhodobacteraceae,g__Rhodobaculum,p__Pseudomonadota
s__Fen-671_sp003166025--GB_GCA_003166025.1,1,0,0,f__Palsa-688,g__Fen-671,p__Actinomycetota
s__JAFGUR01_sp016938425--GB_GCA_016938425.1,0,0,0,f__Fusobacteriaceae,g__JAFGUR01,p__Fusobacteriota
s__Amycolatopsis_mediterranei--RS_GCF_000220945.1,1,1,1,f__Pseudonocardiaceae,g__Amycolatopsis,p__Actinomycetota
s__CADEDU01_sp902826155--GB_GCA_902826155.1,1,0,0,f__SG8-39,g__CADEDU01,p__Pseudomonadota
s__Bradyrhizobium_sp018130065--RS_GCF_018130065.1,1,0,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__JAJZIM01_sp021810565--GB_GCA_021810565.1,0,0,0,f__JAJZIM01,g__JAJZIM01,p__Bacillota_E
s__Streptomyces_A_vitaminophilus--RS_GCF_000380165.1,0,0,0,f__Streptomycetaceae,g__Streptomyces_A,p__Actinomycetota
s__40CM-4-65-16_sp005882135--GB_GCA_005882135.1,0,0,0,f__Dormibacteraceae,g__40CM-4-65-16,p__Dormibacterota
s__CR02bin9_sp004356555--GB_GCA_004356555.1,0,0,0,f__UBA2774,g__CR02bin9,p__Desulfobacterota_D
s__Saccharopolyspora_pogona--RS_GCF_014697215.1,1,1,1,f__Pseudonocardiaceae,g__Saccharopolyspora,p__Actinomycetota
s__Flavobacterium_piscis--RS_GCF_001686925.1,0,0,0,f__Flavobacteriaceae,g__Flavobacterium,p__Bacteroidota
s__UBA4735_sp002404155--GB_GCA_002404155.1,0,0,0,f__P2-11E,g__UBA4735,p__Chloroflexota
s__GCA-2726245_sp020638975--GB_GCA_020638975.1,0,0,0,f__Pirellulaceae,g__GCA-2726245,p__Planctomycetota
s__JAMCRD01_sp023380475--GB_GCA_023380475.1,0,0,0,f__Colwellbacteraceae,g__JAMCRD01,p__Patescibacteria
s__Ga0074130_sp001464495--GB_GCA_001464495.1,0,0,0,f__Rhodocyclaceae,g__Ga0074130,p__Pseudomonadota
s__Bradyrhizobium_sp000938255--RS_GCF_000938255.1,0,0,0,f__Xanthobacteraceae,g__Bradyrhizobium,p__Pseudomonadota
s__SKRY01_sp007118235--GB_GCA_007118235.1,1,0,0,f__SLHB01,g__SKRY01,p__Hydrogenedentota
s__Zemynaea_palustris--GB_GCA_003134695.1,0,0,0,f__Baltobacteraceae,g__Zemynaea,p__Eremiobacterota
s__Nitrobacter_sp000152905--RS_GCF_000152905.1,0,0,0,f__Xanthobacteraceae,g__Nitrobacter,p__Pseudomonadota
s__Marinobacterium_sp000705555--RS_GCF_000705555.1,1,1,1,f__Nitrincolaceae,g__Marinobacterium,p__Pseudomonadota
s__Methylophilus_sp001424665--RS_GCF_001424665.1,0,0,0,f__Methylophilaceae,g__Methylophilus,p__Pseudomonadota
s__UBA1383_sp002304945--GB_GCA_002304945.1,0,0,0,f__Actinomycetaceae,g__UBA1383,p__Actinomycetota
s__Sphingobacterium_alkalisoli--RS_GCF_005049105.1,1,0,0,f__Sphingobacteriaceae,g__Sphingobacterium,p__Bacteroidota
s__Pseudomonas_E_bharatica--RS_GCF_000319305.2,0,0,0,f__Pseudomonadaceae,g__Pseudomonas_E,p__Pseudomonadota
s__F23-B02_sp945613045--GB_GCA_945613045.1,0,0,0,f__Oscillospiraceae,g__F23-B02,p__Bacillota_A
s__Streptomyces_sp012927245--RS_GCF_012927245.1,0,0,0,f__Streptomycetaceae,g__Streptomyces,p__Actinomycetota
s__SCSIO-52915_sp016781705--GB_GCA_016781705.1,0,0,0,f__Rubrobacteraceae,g__SCSIO-52915,p__Actinomycetota
